user,failed_logins,requests_count,docs_accessed,docs_downloaded,hour_of_day,error_rate,unique_endpoints,session_duration_min,sensitive_docs_accessed,distinct_ips,share_actions,admin_actions,password_reset_delay_min,e2e_key_failures,repeated_doc_downloads,is_anomaly
user_46@scp.local,0,23,8,4,14,0.05,9,73.6,0,1,2,0,0,0,2,0
user_14@scp.local,0,82,2,0,15,0.043,3,68.9,0,1,0,0,0,0,2,0
user_33@scp.local,0,75,5,4,16,0.049,7,103.8,0,1,0,0,0,0,1,0
user_23@scp.local,0,44,9,4,12,0.024,7,7.7,2,1,0,0,0,0,0,0
user_48@scp.local,0,31,10,5,14,0.045,18,92.1,1,1,0,13,0,0,0,1
user_13@scp.local,16,45,0,5,11,0.797,10,13.8,1,1,2,0,0,10,2,1
user_29@scp.local,0,25,5,0,12,0.036,7,66.9,0,1,1,0,0,0,1,0
user_50@scp.local,0,52,9,6,15,0.047,5,113.7,2,1,3,0,0,0,1,0
user_2@scp.local,0,55,8,5,12,0.05,6,88.9,0,1,3,0,0,0,2,0
user_23@scp.local,0,45,3,2,11,0.025,9,60.6,0,1,3,0,0,0,2,0
user_47@scp.local,0,97,1,2,11,0.044,7,39.7,2,1,3,0,0,0,0,0
user_40@scp.local,0,57,1,2,9,0.014,5,49.4,0,1,0,0,0,0,0,0
user_13@scp.local,0,92,5,1,11,0.047,10,90.8,1,1,0,0,0,0,1,0
user_31@scp.local,0,97,5,3,17,0.034,3,81.8,0,1,3,0,0,0,2,0
user_47@scp.local,20,98,0,4,16,0.741,9,71.7,1,1,3,0,0,5,0,1
user_17@scp.local,0,42,8,5,17,0.0,3,63.0,2,3,1,0,0,0,0,0
user_49@scp.local,0,37,1,2,9,0.044,16,41.6,1,1,2,9,0,0,0,1
user_50@scp.local,0,59,10,0,13,0.047,8,104.7,1,1,2,0,0,0,0,0
user_26@scp.local,0,22,3,0,9,0.012,4,112.2,2,1,1,0,0,0,2,0
user_7@scp.local,0,89,3,2,14,0.006,8,70.7,2,1,3,0,0,0,1,0
user_19@scp.local,0,59,20,34,15,0.037,5,119.2,1,1,0,0,0,0,15,1
user_30@scp.local,0,17,1,3,9,0.049,8,80.6,1,1,0,0,0,0,1,0
user_19@scp.local,0,26,6,2,11,0.006,4,111.2,1,1,1,0,0,0,1,0
user_29@scp.local,0,23,2,32,10,0.011,6,5.9,13,1,9,0,0,0,2,1
user_15@scp.local,0,98,9,4,17,0.005,4,67.2,1,1,1,0,0,0,0,0
user_42@scp.local,0,11,9,1,13,0.023,4,47.6,0,1,1,0,0,0,1,0
user_9@scp.local,0,37,4,2,11,0.044,10,108.1,2,1,0,0,0,0,0,0
user_49@scp.local,0,57,6,2,11,0.003,3,107.6,0,1,0,0,0,0,2,0
user_13@scp.local,0,25,0,2,17,0.011,4,36.2,2,1,1,0,0,0,1,0
user_50@scp.local,0,44,5,4,11,0.028,6,80.1,2,1,2,0,0,0,1,0
user_45@scp.local,0,26,10,0,10,0.005,4,41.4,2,1,3,0,0,0,2,0
user_45@scp.local,0,79,6,1,11,0.019,3,46.4,0,1,1,0,0,0,0,0
user_18@scp.local,0,85,6,5,16,0.036,8,63.2,2,1,2,0,0,0,2,0
user_4@scp.local,0,40,10,5,14,0.043,7,92.5,1,1,3,0,0,0,2,0
user_47@scp.local,0,91,5,5,12,0.001,5,22.6,0,1,1,0,0,0,2,0
user_36@scp.local,0,94,5,0,16,0.01,3,111.8,0,1,0,0,0,0,2,0
user_38@scp.local,0,63,10,1,9,0.045,5,154.3,2,1,2,0,0,0,2,0
user_13@scp.local,0,35,2,2,14,0.048,5,5.4,0,1,0,0,0,0,1,0
user_43@scp.local,0,73,6,4,16,0.023,5,10.7,0,1,1,0,0,0,1,0
user_38@scp.local,0,10,7,2,9,0.033,7,125.9,0,1,3,0,0,0,1,0
user_33@scp.local,0,86,2,0,10,0.027,3,6.3,2,3,0,0,0,0,1,0
user_21@scp.local,6,37,5,0,14,0.009,6,54.8,1,3,0,0,0.17,0,2,1
user_11@scp.local,0,78,3,3,14,0.047,9,67.3,1,1,2,0,0,0,0,0
user_33@scp.local,0,48,0,0,10,0.012,7,117.6,1,1,3,0,0,0,1,0
user_21@scp.local,0,62,4,2,17,0.015,3,57.2,2,1,1,0,0,0,0,0
user_7@scp.local,0,30,6,1,15,0.036,3,68.5,0,1,0,0,0,0,2,0
user_35@scp.local,0,18,5,3,16,0.041,6,29.1,1,1,0,0,0,0,0,0
user_49@scp.local,0,87,9,0,17,0.03,9,69.9,2,3,1,0,0,0,1,0
user_27@scp.local,0,68,0,4,16,0.039,10,45.8,0,1,1,0,0,0,2,0
user_16@scp.local,0,26,6,1,11,0.04,8,110.3,2,1,0,0,0,0,2,0
user_23@scp.local,0,71,8,2,17,0.031,7,27.4,1,1,2,0,0,0,1,0
user_45@scp.local,0,407,2,0,15,0.483,21,83.2,0,1,0,0,0,0,2,1
user_40@scp.local,0,85,1,0,16,0.035,6,116.9,2,1,0,0,0,0,1,0
user_27@scp.local,0,18,3,4,15,0.042,6,28.0,1,1,3,0,0,0,2,0
user_4@scp.local,0,38,0,4,13,0.043,4,25.7,2,1,3,0,0,0,0,0
user_20@scp.local,0,96,9,5,9,0.046,4,8.1,2,1,1,0,0,0,1,0
user_25@scp.local,0,89,3,0,13,0.001,8,52.8,1,1,3,0,0,0,1,0
user_3@scp.local,0,22,1,5,12,0.007,6,109.7,2,1,0,0,0,0,1,0
user_32@scp.local,0,39,3,3,11,0.013,5,107.9,2,1,2,0,0,0,1,0
user_46@scp.local,0,92,1,5,13,0.013,5,7.4,1,1,0,0,0,0,1,0
user_34@scp.local,0,80,5,2,11,0.011,9,105.8,2,1,1,0,0,0,0,0
user_9@scp.local,0,87,8,1,14,0.0,9,53.5,2,1,1,0,0,0,0,0
user_28@scp.local,0,61,4,1,16,0.025,4,5.7,0,1,2,0,0,0,1,0
user_7@scp.local,0,52,3,2,9,0.045,7,94.2,2,1,2,0,0,0,1,0
user_34@scp.local,0,85,7,0,17,0.013,9,26.9,2,1,1,0,0,0,1,0
user_43@scp.local,0,22,8,4,12,0.028,10,58.0,2,1,0,0,0,0,2,0
user_18@scp.local,0,33,2,1,11,0.034,5,52.5,1,1,3,0,0,0,2,0
user_44@scp.local,0,85,4,4,11,0.007,3,105.1,0,1,3,0,0,0,0,0
user_25@scp.local,0,47,5,1,10,0.002,8,74.7,1,1,3,0,0,0,1,0
user_18@scp.local,0,86,9,4,12,0.039,8,84.9,2,1,0,0,0,0,0,0
user_44@scp.local,0,44,10,1,17,0.03,7,96.3,2,1,2,0,0,0,1,0
user_47@scp.local,0,58,6,0,15,0.016,6,109.4,0,1,2,0,0,0,1,0
user_6@scp.local,0,63,0,5,12,0.048,7,107.1,0,1,2,0,0,0,0,0
user_48@scp.local,0,85,6,0,17,0.044,9,118.1,2,1,0,0,0,0,2,0
user_29@scp.local,0,50,10,1,10,0.018,4,51.7,2,1,1,0,0,0,2,0
user_14@scp.local,0,19,10,5,15,0.09,5,33.8,0,1,3,0,0,0,2,0
user_40@scp.local,0,51,9,2,10,0.035,10,15.7,0,1,0,0,0,0,1,0
user_23@scp.local,0,67,10,1,9,0.048,3,44.6,0,1,2,0,0,0,2,0
user_10@scp.local,0,29,0,1,17,0.035,6,27.0,0,1,1,0,0,0,2,0
user_3@scp.local,0,13,10,0,12,0.047,8,47.8,0,1,1,0,0,0,1,0
user_7@scp.local,0,29,7,5,10,0.028,4,28.7,1,1,0,0,0,0,0,0
user_15@scp.local,0,28,1,0,9,0.014,6,49.3,1,1,3,0,0,0,0,0
user_18@scp.local,0,82,4,5,12,0.034,4,37.3,1,1,3,0,0,0,1,0
user_15@scp.local,0,57,5,1,12,0.055,10,37.4,2,1,0,0,0,0,1,0
user_13@scp.local,0,92,4,3,14,0.04,10,61.6,0,1,1,0,0,0,0,0
user_14@scp.local,0,24,2,4,14,0.05,7,62.5,2,1,1,0,0,0,2,0
user_15@scp.local,0,15,2,3,14,0.036,9,21.2,1,1,3,0,0,0,0,0
user_22@scp.local,0,77,8,5,16,0.034,5,31.0,2,1,3,0,0,0,1,0
user_48@scp.local,0,93,10,2,13,0.044,5,112.5,0,1,0,0,0,0,2,0
user_15@scp.local,0,100,8,5,12,0.01,3,112.6,0,1,1,0,0,0,2,0
user_10@scp.local,0,50,9,3,9,0.01,7,91.4,1,1,0,0,0,0,2,0
user_33@scp.local,0,31,1,4,12,0.039,8,89.2,0,1,1,0,0,0,1,0
user_23@scp.local,0,66,0,4,14,0.011,8,89.2,0,1,0,0,0,0,2,0
user_50@scp.local,0,49,6,0,11,0.039,7,9.0,2,1,2,0,0,0,0,0
user_45@scp.local,0,19,1,0,12,0.047,10,28.3,1,1,0,0,0,0,1,0
user_30@scp.local,0,65,10,3,14,0.03,3,20.9,1,1,2,0,0,0,0,0
user_11@scp.local,0,70,4,2,9,0.01,5,109.1,0,1,0,0,0,0,2,0
user_24@scp.local,0,28,27,63,16,0.015,7,53.8,1,1,0,0,0,0,10,1
user_25@scp.local,0,52,9,3,16,0.03,4,91.2,2,1,3,0,0,0,0,0
user_19@scp.local,0,30,1,1,9,0.055,8,99.9,2,1,2,0,0,0,0,0
user_37@scp.local,0,23,10,0,10,0.001,5,96.2,2,1,0,0,0,0,2,0
user_46@scp.local,0,13,9,3,13,0.031,8,8.5,2,1,2,0,0,0,0,0
user_17@scp.local,0,11,0,2,14,0.008,8,37.4,1,1,2,0,0,0,1,0
user_23@scp.local,0,87,4,5,17,0.032,9,168.2,1,1,0,0,0,0,2,0
user_40@scp.local,0,16,5,5,9,0.036,4,163.2,1,1,1,0,0,0,1,0
user_16@scp.local,0,47,0,0,15,0.043,10,113.5,1,1,2,0,0,0,2,0
user_1@scp.local,0,54,0,1,9,0.006,17,14.7,2,1,0,10,0,0,1,1
user_39@scp.local,0,66,8,3,15,0.04,3,44.4,2,1,2,0,0,0,1,0
user_39@scp.local,0,463,8,1,17,0.345,17,115.9,0,1,2,0,0,0,1,1
user_21@scp.local,15,23,6,3,10,0.645,7,46.1,2,1,0,0,0,3,1,1
user_45@scp.local,0,34,4,1,17,0.017,10,100.3,1,1,3,0,0,0,0,0
user_49@scp.local,0,78,1,4,23,0.038,4,300.0,2,1,3,0,0,0,2,1
user_49@scp.local,0,82,10,5,11,0.016,5,67.4,1,1,1,0,0,0,2,0
user_17@scp.local,0,77,8,3,15,0.048,9,33.5,1,1,3,0,0,0,0,0
user_34@scp.local,0,39,0,5,11,0.033,10,114.1,1,1,2,0,0,0,1,0
user_14@scp.local,0,25,6,1,12,0.035,7,94.7,0,1,3,0,0,0,0,0
user_32@scp.local,0,59,4,1,17,0.021,7,101.8,1,1,0,0,0,0,0,0
user_38@scp.local,0,96,8,0,15,0.047,8,41.0,2,1,0,0,0,0,0,0
user_3@scp.local,0,240,9,0,10,0.49,29,91.3,0,1,2,0,0,0,2,1
user_18@scp.local,4,34,6,0,15,0.001,4,23.6,1,4,1,0,0.088,0,2,1
user_48@scp.local,0,32,0,2,12,0.01,3,111.8,0,1,0,0,0,0,1,0
user_13@scp.local,0,46,0,0,12,0.042,3,33.6,2,1,3,0,0,0,1,0
user_4@scp.local,0,25,8,1,17,0.006,7,69.4,0,2,3,0,0,0,1,0
user_24@scp.local,0,27,10,0,17,0.026,3,63.0,1,1,0,0,0,0,0,0
user_16@scp.local,0,34,6,3,12,0.033,3,99.2,2,1,1,0,0,0,1,0
user_23@scp.local,0,86,9,3,16,0.01,6,103.3,0,1,0,0,0,0,1,0
user_26@scp.local,0,75,6,2,13,0.016,10,56.6,2,1,2,0,0,0,1,0
user_13@scp.local,0,45,7,1,13,0.024,9,136.8,1,1,3,0,0,0,2,0
user_38@scp.local,0,28,4,1,13,0.028,3,95.2,1,1,2,0,0,0,2,0
user_2@scp.local,0,18,7,4,14,0.042,10,54.8,1,1,3,0,0,0,0,0
user_9@scp.local,0,78,6,1,12,0.023,10,119.7,2,1,0,0,0,0,0,0
user_28@scp.local,0,13,10,0,9,0.039,5,97.5,2,1,0,0,0,0,1,0
user_4@scp.local,0,77,4,5,12,0.011,5,22.0,1,1,3,0,0,0,2,0
user_27@scp.local,0,28,1,0,9,0.044,3,51.2,0,1,0,0,0,0,0,0
user_39@scp.local,0,39,5,1,12,0.045,6,76.8,2,1,3,0,0,0,0,0
user_13@scp.local,0,64,2,4,9,0.049,9,38.1,0,1,2,0,0,0,0,0
user_15@scp.local,0,61,0,4,12,0.0,5,16.9,1,1,0,0,0,0,2,0
user_32@scp.local,0,84,5,4,11,0.013,10,65.3,0,1,2,0,0,0,1,0
user_27@scp.local,0,66,8,2,13,0.04,10,51.0,2,1,1,0,0,0,2,0
user_7@scp.local,0,69,0,2,13,0.011,9,44.3,0,1,0,0,0,0,2,0
user_47@scp.local,0,99,6,3,12,0.035,6,81.5,2,1,3,0,0,0,1,0
user_25@scp.local,0,383,3,1,10,0.628,25,54.6,1,1,0,0,0,0,1,1
user_38@scp.local,0,10,3,0,14,0.003,8,60.4,0,1,0,0,0,0,0,0
user_20@scp.local,0,92,18,33,16,0.035,3,77.3,1,1,2,0,0,0,6,1
user_35@scp.local,0,27,1,2,15,0.013,6,56.3,1,1,0,0,0,0,1,0
user_49@scp.local,0,18,10,5,16,0.015,4,48.2,1,1,2,0,0,0,2,0
user_11@scp.local,0,95,3,4,14,0.05,7,52.9,2,1,0,0,0,0,2,0
user_29@scp.local,0,100,7,0,9,0.008,6,17.0,2,1,0,0,0,0,0,0
user_21@scp.local,0,36,1,5,10,0.026,4,99.8,1,1,0,0,0,0,0,0
user_11@scp.local,0,98,7,0,10,0.033,3,95.5,2,1,3,0,0,0,2,0
user_20@scp.local,0,32,1,2,9,0.045,6,116.5,2,1,3,0,0,0,1,0
user_33@scp.local,0,28,3,2,9,0.026,6,11.9,2,1,1,0,0,0,1,0
user_10@scp.local,0,61,10,0,10,0.016,3,81.6,2,1,3,0,0,0,1,0
user_1@scp.local,0,89,6,4,12,0.037,9,110.7,0,1,3,0,0,0,1,0
user_50@scp.local,0,77,8,5,13,0.01,7,97.5,0,1,1,0,0,0,1,0
user_1@scp.local,0,65,5,0,9,0.031,4,47.3,2,1,0,0,0,0,0,0
user_38@scp.local,0,93,8,2,13,0.037,7,39.7,1,1,0,0,0,0,2,0
user_11@scp.local,0,69,8,5,14,0.012,10,11.0,2,1,1,0,0,0,0,0
user_34@scp.local,0,99,5,0,16,0.049,7,67.7,2,1,3,0,0,0,1,0
user_41@scp.local,0,100,4,0,10,0.038,7,34.9,2,1,3,0,0,0,1,0
user_34@scp.local,0,22,6,4,17,0.042,8,40.5,1,1,3,0,0,0,0,0
user_9@scp.local,0,31,8,3,16,0.017,10,55.0,0,1,2,0,0,0,1,0
user_17@scp.local,0,38,7,4,11,0.057,6,100.5,2,1,2,0,0,0,2,0
user_19@scp.local,0,71,6,2,16,0.049,10,67.2,2,1,2,0,0,0,1,0
user_9@scp.local,0,83,10,4,12,0.026,5,9.2,1,1,0,0,0,0,0,0
user_5@scp.local,0,43,7,5,16,0.015,8,99.4,0,1,2,0,0,0,2,0
user_8@scp.local,0,37,8,5,10,0.027,9,82.6,1,1,3,0,0,0,0,0
user_44@scp.local,0,62,3,0,10,0.007,9,88.0,1,1,2,0,0,0,1,0
user_45@scp.local,0,26,4,3,16,0.019,3,38.9,2,1,2,0,0,0,1,0
user_15@scp.local,0,30,2,4,17,0.044,6,27.8,0,1,1,0,0,0,0,0
user_34@scp.local,0,88,10,1,4,0.041,8,223.0,1,1,2,0,0,0,0,1
user_5@scp.local,0,79,1,4,14,0.047,3,112.9,0,1,0,0,0,0,1,0
user_25@scp.local,0,20,9,4,13,0.02,10,81.2,1,1,0,0,0,0,2,0
user_18@scp.local,0,21,10,3,10,0.025,8,8.1,2,1,1,0,0,0,0,0
user_49@scp.local,0,20,8,1,16,0.034,6,42.1,2,1,1,0,0,0,2,0
user_25@scp.local,0,47,10,1,14,0.04,8,66.4,2,1,3,0,0,0,1,0
user_10@scp.local,0,95,0,1,9,0.002,4,116.5,1,1,1,0,0,0,1,0
user_50@scp.local,10,63,4,2,9,0.526,7,66.6,2,1,0,0,0,7,0,1
user_16@scp.local,0,36,3,3,11,0.036,10,38.3,0,1,0,0,0,0,0,0
user_37@scp.local,0,51,5,3,17,0.045,4,31.4,2,1,1,0,0,0,2,0
user_48@scp.local,0,64,10,4,15,0.045,9,6.6,1,1,0,0,0,0,2,0
user_36@scp.local,0,72,9,3,9,0.038,5,32.4,2,1,0,0,0,0,0,0
user_1@scp.local,0,78,10,0,11,0.029,5,51.0,1,1,3,0,0,0,0,0
user_40@scp.local,0,75,5,2,16,0.009,8,95.2,1,1,3,0,0,0,2,0
user_19@scp.local,0,15,9,0,17,0.033,3,50.7,1,1,1,0,0,0,2,0
user_31@scp.local,0,43,7,1,9,0.032,9,82.5,1,1,3,0,0,0,1,0
user_15@scp.local,0,35,1,1,14,0.034,9,113.3,1,1,0,0,0,0,0,0
user_9@scp.local,0,16,8,5,13,0.04,10,110.4,0,1,0,0,0,0,2,0
user_49@scp.local,0,56,1,4,13,0.044,7,26.8,2,1,2,0,0,0,0,0
user_27@scp.local,0,54,1,3,13,0.014,10,26.6,1,1,0,0,0,0,2,0
user_24@scp.local,0,65,2,4,9,0.036,3,48.4,0,1,3,0,0,0,2,0
user_8@scp.local,0,95,10,1,9,0.035,10,60.8,0,1,3,0,0,0,0,0
user_8@scp.local,0,91,4,3,12,0.04,8,105.3,2,1,0,0,0,0,1,0
user_20@scp.local,0,43,0,1,15,0.001,8,68.7,2,1,1,0,0,0,2,0
user_1@scp.local,0,31,8,3,16,0.003,8,109.0,0,1,3,0,0,0,1,0
user_22@scp.local,0,97,0,0,15,0.027,10,73.6,1,1,3,0,0,0,0,0
user_19@scp.local,0,17,5,0,15,0.045,7,112.7,2,1,3,0,0,0,2,0
user_30@scp.local,0,10,4,4,10,0.017,4,110.9,0,1,2,0,0,0,1,0
user_11@scp.local,0,61,5,3,11,0.01,6,118.8,1,1,1,0,0,0,2,0
user_8@scp.local,0,29,9,2,14,0.01,4,74.0,2,1,0,0,0,0,2,0
user_1@scp.local,0,65,5,4,12,0.021,6,81.1,1,1,3,0,0,0,1,0
user_50@scp.local,0,96,2,2,15,0.014,4,78.7,0,1,2,0,0,0,0,0
user_11@scp.local,0,16,10,2,15,0.044,5,24.6,0,1,0,0,0,0,2,0
user_24@scp.local,0,19,3,5,10,0.036,7,27.2,2,1,2,0,0,0,0,0
user_23@scp.local,0,84,10,2,12,0.03,8,103.6,2,1,0,0,0,0,2,0
user_45@scp.local,0,41,10,1,12,0.023,4,15.1,2,1,3,0,0,0,2,0
user_8@scp.local,0,92,6,3,15,0.009,5,83.7,2,1,2,0,0,0,2,0
user_8@scp.local,0,56,8,0,11,0.027,8,115.4,2,1,1,0,0,0,2,0
user_25@scp.local,0,99,8,2,13,0.047,4,37.2,0,1,1,0,0,0,1,0
user_34@scp.local,0,58,15,3,10,0.048,9,51.1,1,1,1,0,0,0,2,0
user_32@scp.local,0,31,4,5,16,0.015,8,80.4,0,1,3,0,0,0,1,0
user_44@scp.local,0,68,0,3,14,0.007,5,117.1,2,1,1,0,0,0,2,0
user_21@scp.local,0,57,10,2,15,0.014,5,95.5,0,1,1,0,0,0,2,0
user_21@scp.local,0,75,10,3,14,0.028,3,17.4,2,1,0,0,0,0,1,0
user_25@scp.local,0,85,9,1,13,0.049,3,21.1,2,1,1,0,0,0,1,0
user_47@scp.local,0,67,6,1,12,0.036,4,35.5,0,1,1,0,0,0,1,0
user_39@scp.local,0,57,1,16,16,0.006,5,86.7,20,1,5,0,0,0,2,1
user_33@scp.local,0,19,5,5,15,0.042,3,89.7,2,1,3,0,0,0,0,0
user_20@scp.local,0,87,4,2,15,0.015,3,27.8,2,1,2,0,0,0,2,0
user_15@scp.local,0,260,3,1,10,0.629,26,70.2,0,1,2,0,0,0,0,1
user_49@scp.local,0,98,8,5,14,0.011,6,9.1,2,1,3,0,0,0,1,0
user_15@scp.local,0,79,5,0,9,0.029,10,91.2,2,1,0,0,0,0,0,0
user_9@scp.local,0,10,9,5,13,0.03,6,22.9,1,1,1,0,0,0,2,0
user_7@scp.local,0,37,7,4,9,0.029,5,50.1,1,1,3,0,0,0,1,0
user_5@scp.local,0,19,10,4,10,0.042,4,111.7,0,1,1,0,0,0,2,0
user_13@scp.local,0,84,3,4,9,0.039,3,31.6,1,1,1,0,0,0,1,0
user_19@scp.local,0,91,8,3,9,0.015,7,6.4,1,1,2,0,0,0,2,0
user_47@scp.local,0,26,9,0,16,0.015,10,82.1,2,1,0,0,0,0,0,0
user_47@scp.local,12,74,2,0,16,0.698,6,42.1,0,1,1,0,0,10,2,1
user_48@scp.local,0,41,3,3,17,0.014,10,25.0,2,1,0,0,0,0,0,0
user_8@scp.local,0,34,5,3,15,0.023,4,58.9,0,1,3,0,0,0,0,0
user_2@scp.local,0,21,0,3,0,0.015,7,244.7,1,1,1,0,0,0,2,1
user_20@scp.local,12,44,9,3,17,0.304,10,75.6,1,1,1,0,0,9,0,1
user_37@scp.local,0,87,0,3,14,0.027,7,113.4,2,1,2,0,0,0,0,0
user_49@scp.local,0,41,6,4,17,0.02,9,117.6,1,1,1,0,0,0,0,0
user_26@scp.local,0,98,5,1,6,0.009,3,277.8,0,1,0,0,0,0,2,1
user_9@scp.local,0,50,10,4,11,0.035,9,102.7,0,1,1,0,0,0,0,0
user_34@scp.local,0,65,5,3,16,0.004,10,76.2,2,1,1,0,0,0,0,0
user_39@scp.local,0,28,5,1,16,0.032,4,92.2,2,1,3,0,0,0,0,0
user_40@scp.local,0,97,3,0,15,0.041,5,26.0,2,1,0,0,0,0,1,0
user_29@scp.local,0,74,10,5,17,0.053,8,20.9,0,1,3,0,0,0,2,0
user_35@scp.local,0,92,2,0,14,0.032,9,65.2,1,1,1,0,0,0,1,0
user_36@scp.local,0,70,6,0,15,0.029,5,32.3,1,1,0,0,0,0,2,0
user_39@scp.local,0,90,2,2,9,0.046,9,42.4,2,1,0,0,0,0,2,0
user_1@scp.local,0,31,2,1,17,0.001,6,86.0,1,1,3,0,0,0,1,0
user_23@scp.local,0,51,2,5,10,0.018,8,15.8,2,1,2,0,0,0,1,0
user_41@scp.local,0,76,3,3,16,0.029,3,111.5,2,1,1,0,0,0,2,0
user_10@scp.local,0,96,0,0,12,0.048,7,23.7,1,1,1,0,0,0,0,0
user_6@scp.local,5,66,2,2,9,0.03,6,60.4,0,7,0,0,0.475,0,2,1
user_20@scp.local,0,63,0,2,13,0.015,3,117.3,1,1,2,0,0,0,1,0
user_28@scp.local,0,82,0,1,17,0.044,7,161.4,1,1,3,0,0,0,2,0
user_45@scp.local,0,77,2,3,11,0.004,4,78.1,0,1,1,0,0,0,2,0
user_44@scp.local,0,83,3,1,16,0.01,4,74.2,1,1,0,0,0,0,0,0
user_45@scp.local,0,93,2,3,17,0.028,7,90.7,2,1,2,0,0,0,1,0
user_28@scp.local,0,97,3,1,15,0.031,9,115.9,1,1,2,0,0,0,2,0
user_12@scp.local,0,89,2,5,17,0.03,8,108.2,2,1,2,0,0,0,0,0
user_15@scp.local,0,18,6,0,14,0.005,10,68.3,1,1,3,0,0,0,1,0
user_21@scp.local,0,70,3,4,17,0.047,9,38.6,2,1,2,0,0,0,2,0
user_46@scp.local,0,26,1,20,13,0.018,5,8.2,6,1,14,0,0,0,2,1
user_47@scp.local,0,41,2,0,11,0.02,7,38.5,0,1,2,0,0,0,2,0
user_43@scp.local,0,48,5,1,17,0.037,9,26.3,1,1,2,0,0,0,1,0
user_12@scp.local,0,16,4,2,15,0.021,3,55.4,2,1,1,0,0,0,2,0
user_22@scp.local,0,29,2,3,15,0.032,4,66.6,1,1,1,0,0,0,2,0
user_13@scp.local,0,62,8,0,9,0.001,9,19.0,2,1,1,0,0,0,1,0
user_35@scp.local,0,95,3,0,17,0.012,8,14.8,2,1,0,0,0,0,0,0
user_7@scp.local,0,63,0,1,15,0.0,6,76.1,0,1,2,0,0,0,2,0
user_21@scp.local,0,44,9,4,15,0.01,7,100.1,0,1,0,0,0,0,1,0
user_2@scp.local,0,76,9,7,13,0.02,6,81.8,1,1,0,0,0,0,2,0
user_17@scp.local,0,28,2,2,14,0.031,3,18.8,1,1,1,0,0,0,2,0
user_11@scp.local,0,40,6,0,9,0.014,8,62.4,2,1,3,0,0,0,1,0
user_35@scp.local,0,86,2,4,9,0.049,6,54.1,0,1,0,0,0,0,1,0
user_33@scp.local,0,432,2,1,17,0.427,25,113.5,1,1,2,0,0,0,1,1
user_13@scp.local,0,59,4,1,15,0.005,3,72.7,0,1,1,0,0,0,1,0
user_10@scp.local,0,79,7,4,12,0.021,7,107.6,2,1,1,0,0,0,1,0
user_44@scp.local,0,29,4,2,14,0.039,6,80.6,0,1,2,0,0,0,1,0
user_14@scp.local,0,87,14,6,12,0.029,3,14.0,2,1,1,0,0,0,1,0
user_40@scp.local,0,68,2,2,14,0.021,6,26.7,1,1,1,0,0,0,1,0
user_43@scp.local,0,18,0,3,11,0.04,9,38.6,0,1,2,0,0,0,1,0
user_40@scp.local,0,62,6,2,17,0.032,8,99.4,0,1,3,0,0,0,2,0
user_33@scp.local,0,49,0,3,13,0.024,9,117.9,0,1,0,0,0,0,0,0
user_48@scp.local,0,28,0,3,13,0.045,6,50.3,1,1,3,0,0,0,0,0
user_17@scp.local,0,81,6,3,10,0.0,5,85.0,2,1,1,0,0,0,0,0
user_5@scp.local,0,45,10,5,11,0.004,9,48.0,2,1,3,0,0,0,2,0
user_15@scp.local,0,65,7,4,11,0.032,5,119.0,2,1,1,0,0,0,1,0
user_43@scp.local,0,71,9,4,16,0.022,6,119.9,0,1,0,0,0,0,2,0
user_8@scp.local,0,98,1,1,15,0.049,7,21.4,2,1,3,0,0,0,1,0
user_48@scp.local,0,25,9,5,12,0.018,3,102.5,2,1,1,0,0,0,2,0
user_12@scp.local,0,90,0,1,9,0.025,6,59.1,1,1,0,0,0,0,1,0
user_6@scp.local,0,52,2,1,9,0.048,9,27.3,2,1,0,0,0,0,0,0
user_25@scp.local,0,19,5,2,10,0.007,10,99.8,1,1,3,0,0,0,1,0
user_18@scp.local,0,95,10,3,13,0.038,10,36.6,2,1,2,0,0,0,1,0
user_16@scp.local,0,69,6,5,13,0.031,6,119.2,1,1,1,0,0,0,1,0
user_23@scp.local,0,83,2,5,14,0.047,5,50.7,0,1,2,0,0,0,1,0
user_35@scp.local,18,24,7,0,12,0.335,10,29.3,0,1,0,0,0,10,0,1
user_43@scp.local,0,41,10,0,14,0.046,7,100.0,2,1,2,0,0,0,0,0
user_24@scp.local,0,30,6,1,16,0.039,9,68.0,2,3,2,0,0,0,1,0
user_13@scp.local,0,86,4,3,12,0.034,8,100.6,2,1,3,0,0,0,1,0
user_44@scp.local,0,70,0,1,15,0.027,4,98.3,0,1,0,0,0,0,1,0
user_22@scp.local,0,70,4,1,17,0.004,6,37.7,1,1,3,0,0,0,0,0
user_24@scp.local,0,24,8,3,14,0.045,5,17.2,2,1,2,0,0,0,2,0
user_45@scp.local,0,64,8,5,16,0.067,3,64.7,1,1,2,0,0,0,1,0
user_44@scp.local,0,50,2,0,12,0.025,3,25.3,0,3,1,0,0,0,0,0
user_17@scp.local,0,97,9,2,12,0.011,7,41.7,0,1,3,0,0,0,1,0
user_49@scp.local,0,96,9,3,17,0.031,3,109.7,2,1,3,0,0,0,0,0
user_1@scp.local,0,88,3,2,16,0.016,5,46.1,0,1,0,0,0,0,2,0
user_49@scp.local,0,50,0,1,15,0.015,3,43.3,0,1,2,0,0,0,1,0
user_17@scp.local,0,61,0,1,14,0.025,5,43.6,0,2,0,0,0,0,1,0
user_47@scp.local,0,37,6,3,15,0.036,6,66.8,2,1,2,0,0,0,1,0
